"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.8,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",29.9243,31.561,56.5752,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.7986,7.2234,14.3738,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.2523,4.1316,14.373,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.3277,7.9644,53.382,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.151,13.151,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.2954,12.2954,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.9,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.7803,4.167,9.3936,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.9,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.3095,9.038,20.2,-1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.9,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.8571,28.5262,58.376,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.0193,7.273,12.7656,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.543,4.4774,12.6086,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.2127,8.4124,52.026,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.392,13.392,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.381,12.381,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.1709,4.5432,7.7986,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.9462,9.2714,18.5134,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.32215,23.1254,63.0378,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.3626,7.1988,11.5264,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.9063,4.1282,11.6844,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.7449,8.1468,50.686,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.3648,13.3648,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.2714,12.2714,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.1,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.4003,4.371,6.4296,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.1,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.6458,9.2538,17.3294,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.1,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.58245,23.3502,59.6294,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.7906,7.2802,10.301,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.0772,3.8992,10.2552,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.39215,8.1828,49.203,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.2392,13.2392,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.291,12.291,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.2,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.6794,4.0722,5.2866,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.2,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.29655,9.1068,16.0794,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.2,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.1617,23.9094,56.828,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.993,6.9414,9.0446,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.4272,3.8162,9.0382,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",15.9542,7.8942,48.0284,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.8256,12.8256,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.7986,11.7986,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.3,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.9668,3.7742,4.1594,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.3,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.9303,8.6872,15.034,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.3,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.05985,24.9812,54.277,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.3395,6.5502,8.1288,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.7592,3.4192,8.0992,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",15.5002,7.4508,47.0992,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.3964,12.3964,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.4506,11.4506,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.4,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.1962,3.3732,3.0192,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.4,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.6258,8.4638,14.0394,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.4,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",25.8319,26.045,51.2376,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.5444,5.9594,7.1294,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.9682,2.8112,7.1252,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",15.0381,7.014,46.1244,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.9142,11.9142,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.9694,10.9694,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.5,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.4869,2.9746,1.9992,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.5,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.26505,8.019,13.0412,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.5,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",25.89165,27.454,48.6586,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.901,5.4174,6.3846,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.3056,2.4216,6.1896,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.49275,6.3224,45.3262,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.5034,11.5034,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.3048,10.3048,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.6,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.8172,2.423,1.2114,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.6,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.97205,7.6406,12.2476,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.6,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",25.95245,28.475,46.8598,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.2266,4.9972,5.456,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.6225,1.7874,5.4576,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.0022,5.786,44.4368,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.8636,10.8636,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.807,9.807,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.7,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.1277,1.8032,0.4522,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.7,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.60525,6.8464,11.5746,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.7,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.11225,29.7548,44.9394,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.4775,4.2636,4.6914,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.0374,1.3488,4.726,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.6439,5.377,43.8216,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.4136,10.4136,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.4352,9.4352,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.8,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.7747,1.353,0.1964,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.8,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.302,6.4392,10.7688,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.8,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.4937,31.4818,43.0112,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.9855,3.9192,4.0518,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.4571,0.8108,4.1034,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.1663,4.7918,43.0816,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.8416,9.8416,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.8338,8.8338,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2.9,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8725,0.884,0.861,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.9,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.99285,5.8308,10.1406,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2.9,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.6465,32.6304,41.3252,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.3935,3.2692,3.5178,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.932,0.3946,3.4694,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.711,4.1996,42.4448,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.2734,9.2734,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.2882,8.2882,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.9163,0.2996,1.533,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,3,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.72645,5.332,9.5738,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,3,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.9151,33.8458,39.9688,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.9387,2.8312,3.0462,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.6048,0.1206,3.089,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.40935,3.8062,42.025,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.8562,8.8562,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.8812,7.8812,NA,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.1,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.9975,1.065,0.93,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,3.1,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.47565,4.8702,9.0324,-1
7,0.25,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,3.1,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.1107,34.9362,38.5704,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.4478,2.3834,2.5122,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5754,0.5536,2.5972,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.0933,3.4244,41.5244,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.2,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.3796,8.3796,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,3.2,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.4458,7.4458,NA,1
