"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.5,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.5959,2.7178,8.474,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.5,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",15.20355,6.7622,47.2898,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.5,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.567,11.567,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.5,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.6,10.6,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.5,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.9671,2.613,3.3212,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.5,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.7079,7.226,11.6056,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.5,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",25.73005,28.9766,44.967,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.2914,5.2052,7.3776,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.9531,2.3948,7.5114,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.79195,6.4052,46.3574,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.3458,11.3458,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.4404,10.4404,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.6,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.4512,2.3528,2.5496,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.6,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.3648,6.4696,10.9896,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.6,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",25.9649,30.3854,43.0888,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.8295,5.0764,6.5826,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.2504,2.042,6.4588,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.45455,6.1446,45.529,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.0742,11.0742,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.1044,10.1044,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.7,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.8231,1.9488,1.6974,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.7,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.01285,5.9706,10.0808,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.7,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.45615,32.1622,41.5002,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.2232,4.622,5.8244,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.7491,1.712,5.7862,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.9771,5.65,44.6084,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.6498,10.6498,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.6882,9.6882,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.8,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.2325,1.6654,0.7996,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.8,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.8021,5.4748,9.7336,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.8,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.7159,33.369,40.1256,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.6086,4.2842,4.933,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.1468,1.1948,5.0988,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.60285,5.2692,43.873,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.2438,10.2438,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.386,9.386,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,2.9,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.6019,1.1052,0.0986000000000002,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.9,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.55505,5.0566,9.1636,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,2.9,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",26.9387,34.4192,38.9164,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",4.0885,3.833,4.344,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.5645,0.803,4.326,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.1807,4.7202,43.2824,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.8426,9.8426,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.8272,8.8272,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.7186,0.8516,0.5856,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.2828,4.5134,8.6178,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.22645,35.7448,37.4162,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.5063,3.2912,3.7214,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.0243,0.3258,3.7228,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.86675,4.3108,42.8454,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.3604,9.3604,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.3798,8.3798,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.1,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8461,0.3412,1.351,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.1,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.0973,4.1936,8.1956,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.1,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.47035,36.7142,36.453,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.0651,2.9318,3.1984,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.6503,0.1192,3.1814,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.5742,4.0564,42.184,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.9214,8.9214,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.8354,7.8354,NA,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.2,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8461,1.1592,0.533,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.2,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.87795,3.7652,7.7466,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.2,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.739,37.7748,35.4064,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.5152,2.445,2.5854,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.6768,0.6166,2.737,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.1755,3.493,41.716,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.597,8.597,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.4778,7.4778,NA,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.3,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.7995,0.4908,1.1082,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.3,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.709,3.3906,7.4454,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.3,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",27.9613,38.7,34.4452,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.1427,2.0562,2.2292,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5445,0.9092,2.1798,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.87395,3.1036,41.2886,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.0992,8.0992,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.0762,7.0762,NA,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.4,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8497,1.073,0.6264,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.4,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.5151,3.0314,7.029,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.4,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.2829,39.6,33.9316,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.7371,1.6466,1.8276,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5766,1.33,1.8232,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.53305,2.6594,40.8134,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.7838,7.7838,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.6884,6.6884,NA,1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.5,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8007,1.489,0.1124,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.5,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.3971,2.7924,6.796,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.5,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.26285,39.9848,33.0818,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.4252,1.3916,1.4588,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5108,1.6238,1.3978,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.29925,2.3308,40.5354,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.3736,7.3736,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.36,6.36,NA,1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.6,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8453,0.8432,0.8474,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.6,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.2688,2.5182,6.557,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.6,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.47575,40.7558,32.3914,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.1072,1.053,1.1614,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.4949,0.361,2.6288,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.09655,2.1072,40.1718,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.0724,7.0724,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.126,6.126,NA,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.7,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8877,1.731,0.0444000000000004,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.7,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.15415,2.2678,6.3488,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,3.7,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",28.6466,41.4346,31.7172,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8162,0.7644,0.868,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",1.5344,0.883,2.1858,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.86755,1.8006,39.869,-1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.7728,6.7728,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,3.8,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.7614,5.7614,NA,1
